256 5
-44.995089 6.549665 2.121273 2.121273 0.000000
-44.990827 43.931987 2.076079 2.076079 0.000000
-44.984588 48.753560 2.199204 2.199204 0.000000
-44.968275 54.248109 2.049033 2.049033 0.000000
-44.961727 31.904281 2.161978 2.161978 0.000000
-44.961393 24.056756 2.147863 2.147863 0.000000
-44.888018 19.006246 2.002527 2.002527 0.000000
-44.858384 69.537435 2.067618 2.067618 0.000000
-44.855603 13.610676 2.151581 2.151581 0.000000
-44.642037 61.863721 2.124965 2.124965 0.000000
-44.570665 37.930978 2.035975 2.035975 0.000000
-43.062998 28.104419 2.086735 2.086735 0.000000
-41.848677 66.610551 2.019520 2.019520 0.000000
-41.623341 40.963177 2.181985 2.181985 0.000000
-41.611244 10.348856 2.082924 2.082924 0.000000
-41.517773 56.724660 2.083617 2.083617 0.000000
-41.517000 3.273073 2.045616 2.045616 0.000000
-41.332497 21.422316 2.183263 2.183263 0.000000
-41.223428 15.695636 2.005235 2.005235 0.000000
-41.113572 34.061361 2.046633 2.046633 0.000000
-41.097952 51.321736 2.003721 2.003721 0.000000
-40.633973 70.588586 2.139501 2.139501 0.000000
-40.326637 61.665847 2.186542 2.186542 0.000000
-40.267726 47.298436 2.080760 2.080760 0.000000
-39.404509 25.783911 2.052635 2.052635 0.000000
-38.818018 6.666008 2.088105 2.088105 0.000000
-38.571744 30.760855 2.096108 2.096108 0.000000
-38.401639 37.388526 2.129262 2.129262 0.000000
-37.696224 67.439299 2.167477 2.167477 0.000000
-37.689485 53.609748 2.020594 2.020594 0.000000
-37.371808 13.604864 2.174165 2.174165 0.000000
-37.370944 18.324609 2.060117 2.060117 0.000000
-37.370091 44.053068 2.103498 2.103498 0.000000
-37.052780 58.130648 2.054322 2.054322 0.000000
-36.487694 72.305525 2.179929 2.179929 0.000000
-36.296504 49.354581 2.047167 2.047167 0.000000
-36.189772 63.042354 2.104804 2.104804 0.000000
-36.105039 3.312135 2.010115 2.010115 0.000000
-35.454715 33.901899 2.157477 2.157477 0.000000
-35.260834 22.188338 2.174227 2.174227 0.000000
-34.901944 8.617315 2.014789 2.014789 0.000000
-34.372761 26.895427 2.036586 2.036586 0.000000
-33.912980 39.331082 2.016396 2.016396 0.000000
-33.697970 16.073144 2.063192 2.063192 0.000000
-33.427555 55.004852 2.086975 2.086975 0.000000
-33.348029 67.198752 2.132784 2.132784 0.000000
-33.339591 46.112777 2.072052 2.072052 0.000000
-33.079097 59.426006 2.080854 2.080854 0.000000
-32.360894 11.947799 2.123123 2.123123 0.000000
-32.224501 72.987453 2.037360 2.037360 0.000000
-32.125862 4.920666 2.018577 2.018577 0.000000
-32.007764 50.211631 2.054125 2.054125 0.000000
-31.435689 30.541930 2.048517 2.048517 0.000000
-31.410693 35.731274 2.093294 2.093294 0.000000
-31.241967 20.206023 2.113664 2.113664 0.000000
-30.763432 24.895239 2.062664 2.062664 0.000000
-30.667166 42.259835 2.113022 2.113022 0.000000
-30.574895 63.892118 2.138914 2.138914 0.000000
-29.583029 56.811589 2.094440 2.094440 0.000000
-29.372326 15.191584 2.147004 2.147004 0.000000
-29.257588 69.021077 2.104713 2.104713 0.000000
-28.895952 8.750652 2.127659 2.127659 0.000000
-28.767311 46.406924 2.123352 2.123352 0.000000
-28.198977 52.348783 2.002255 2.002255 0.000000
-28.016774 28.197651 2.077313 2.077313 0.000000
-27.770990 32.960680 2.195342 2.195342 0.000000
-27.291808 3.823459 2.119777 2.119777 0.000000
-27.224069 72.871996 2.079166 2.079166 0.000000
-27.181715 22.529765 2.042973 2.042973 0.000000
-26.950823 39.637234 2.187586 2.187586 0.000000
-26.564581 60.675854 2.087704 2.087704 0.000000
-26.305272 12.190288 2.117096 2.117096 0.000000
-25.850410 18.240588 2.119525 2.119525 0.000000
-25.822895 66.306388 2.015697 2.015697 0.000000
-25.282885 56.635763 2.055744 2.055744 0.000000
-25.107622 49.159075 2.119920 2.119920 0.000000
-24.807081 43.855237 2.041198 2.041198 0.000000
-24.408189 7.883891 2.141293 2.141293 0.000000
-24.282589 35.732372 2.050900 2.050900 0.000000
-24.146749 26.173944 2.128578 2.128578 0.000000
-23.758666 70.103460 2.138060 2.138060 0.000000
-23.752186 31.330157 2.123014 2.123014 0.000000
-22.819505 14.716492 2.032471 2.032471 0.000000
-22.621139 3.654918 2.057541 2.057541 0.000000
-22.618057 53.083596 2.097375 2.097375 0.000000
-22.595077 21.760525 2.153852 2.153852 0.000000
-22.548277 62.338282 2.178988 2.178988 0.000000
-21.883518 40.410304 2.154820 2.154820 0.000000
-21.253662 46.534327 2.168993 2.168993 0.000000
-21.058428 10.458083 2.023874 2.023874 0.000000
-20.633927 58.303146 2.182237 2.182237 0.000000
-20.425276 34.249685 2.008141 2.008141 0.000000
-20.171026 66.165555 2.077302 2.077302 0.000000
-19.704223 72.454670 2.050350 2.050350 0.000000
-18.832649 50.501229 2.187279 2.187279 0.000000
-18.515116 42.910387 2.034698 2.034698 0.000000
-18.469623 6.542383 2.150067 2.150067 0.000000
-17.879916 38.848485 2.017156 2.017156 0.000000
-17.524049 61.642697 2.101741 2.101741 0.000000
-17.067443 55.429547 2.017276 2.017276 0.000000
-17.063198 69.208684 2.102750 2.102750 0.000000
-16.682293 46.647410 2.092266 2.092266 0.000000
-14.827498 4.155078 2.119849 2.119849 0.000000
-14.576990 64.855764 2.101711 2.101711 0.000000
-14.569421 72.892556 2.188866 2.188866 0.000000
-14.496115 41.481667 2.177290 2.177290 0.000000
-14.066770 51.355038 2.186716 2.186716 0.000000
-13.953767 58.770798 2.131479 2.131479 0.000000
-12.006495 45.372085 2.047021 2.047021 0.000000
-11.296422 55.368002 2.038887 2.038887 0.000000
-11.189930 68.594044 2.069118 2.069118 0.000000
-10.253342 41.460693 2.067740 2.067740 0.000000
-9.707409 62.882941 2.059229 2.059229 0.000000
-9.545682 51.462748 2.131428 2.131428 0.000000
-9.192788 72.808808 2.054432 2.054432 0.000000
-7.771747 46.975157 2.059271 2.059271 0.000000
-7.700110 58.153119 2.016922 2.016922 0.000000
-7.324585 67.159089 2.008639 2.008639 0.000000
-6.266417 42.560730 2.053234 2.053234 0.000000
-5.862786 53.927453 2.165282 2.165282 0.000000
-5.331215 63.180758 2.193041 2.193041 0.000000
-4.679356 70.745974 2.171615 2.171615 0.000000
-4.183314 48.994294 2.055676 2.055676 0.000000
-2.750419 59.362344 2.054702 2.054702 0.000000
-2.096141 44.263043 2.127489 2.127489 0.000000
-1.911364 67.029346 2.079322 2.079322 0.000000
-1.591289 55.366988 2.041222 2.041222 0.000000
0.000000 21.000000 20.000000 2.000000 0.000000
0.022628 71.297897 2.127635 2.127635 0.000000
0.154642 48.758982 2.148104 2.148104 0.000000
0.395467 63.180249 2.141814 2.141814 0.000000
1.807628 58.365456 2.086284 2.086284 0.000000
2.023252 52.669773 2.027626 2.027626 0.000000
2.356252 43.494829 2.140481 2.140481 0.000000
2.623543 67.530704 2.000582 2.000582 0.000000
4.425437 61.929094 2.008993 2.008993 0.000000
4.819504 48.258911 2.160408 2.160408 0.000000
5.165029 72.293845 2.057675 2.057675 0.000000
5.239801 55.297070 2.009323 2.009323 0.000000
6.522358 66.021737 2.094962 2.094962 0.000000
6.669188 42.754965 2.011799 2.011799 0.000000
7.985456 51.353364 2.081600 2.081600 0.000000
8.192555 59.111980 2.085389 2.085389 0.000000
8.910924 69.852259 2.157767 2.157767 0.000000
9.653045 46.121572 2.152740 2.152740 0.000000
9.773111 63.306620 2.118298 2.118298 0.000000
10.114608 55.263344 2.119552 2.119552 0.000000
10.689273 41.551025 2.086884 2.086884 0.000000
12.140085 49.746534 2.110062 2.110062 0.000000
12.333600 72.985370 2.131731 2.131731 0.000000
12.696958 67.264307 2.014812 2.014812 0.000000
13.303498 59.799473 2.049679 2.049679 0.000000
13.548338 38.500044 2.080588 2.080588 0.000000
14.031811 3.831963 2.071385 2.071385 0.000000
14.062488 53.909059 2.039091 2.039091 0.000000
14.262652 44.168911 2.079985 2.079985 0.000000
15.217031 63.587807 2.105256 2.105256 0.000000
16.010799 48.000976 2.001527 2.001527 0.000000
16.168849 70.087126 2.156987 2.156987 0.000000
17.432182 56.703776 2.072101 2.072101 0.000000
17.446807 7.498183 2.058498 2.058498 0.000000
17.856285 39.082892 2.027898 2.027898 0.000000
17.942816 52.177057 2.045134 2.045134 0.000000
17.974040 34.316994 2.094083 2.094083 0.000000
18.632022 3.415947 2.097990 2.097990 0.000000
18.693097 43.239627 2.188899 2.188899 0.000000
19.210965 65.914955 2.188204 2.188204 0.000000
19.312250 72.969432 2.043266 2.043266 0.000000
20.614919 10.605791 2.011386 2.011386 0.000000
20.659926 60.269794 2.066257 2.066257 0.000000
20.846190 47.397412 2.064251 2.064251 0.000000
21.002169 27.883416 2.031349 2.031349 0.000000
21.270986 14.744739 2.153816 2.153816 0.000000
21.833941 36.781574 2.183220 2.183220 0.000000
21.856898 69.517415 2.063017 2.063017 0.000000
21.981457 53.425370 2.002067 2.002067 0.000000
22.143430 6.532011 2.024252 2.024252 0.000000
22.304959 19.739173 2.093402 2.093402 0.000000
22.587986 31.960831 2.178582 2.178582 0.000000
22.814674 41.497495 2.153913 2.153913 0.000000
23.479154 65.087193 2.104790 2.104790 0.000000
23.656808 57.354008 2.060942 2.060942 0.000000
23.695009 23.884198 2.109760 2.109760 0.000000
24.712706 11.267138 2.060978 2.060978 0.000000
24.923754 49.354358 2.074101 2.074101 0.000000
24.951151 3.578489 2.017742 2.017742 0.000000
25.151319 28.362183 2.098376 2.098376 0.000000
25.212461 72.452631 2.153774 2.153774 0.000000
25.530019 15.619688 2.028959 2.028959 0.000000
25.998255 35.275644 2.188123 2.188123 0.000000
26.281290 53.666995 2.041268 2.041268 0.000000
